scan_id,rp_id,device_id,collector_id,total_ap_scanned,azimuth_deg,split,88:dc:97:12:62:c6,88:dc:97:12:62:c7,88:dc:97:12:62:cc,88:dc:97:12:62:cf,88:dc:97:12:62:d0,88:dc:97:12:64:82,88:dc:97:12:64:83,88:dc:97:12:64:c4,88:dc:97:12:65:21,88:dc:97:12:65:22,88:dc:97:12:65:2a,88:dc:97:12:65:2b,88:dc:97:12:65:57,88:dc:97:12:65:58,88:dc:97:12:65:63,88:dc:97:12:65:64,8e:dc:97:12:62:c6,8e:dc:97:12:62:c7,8e:dc:97:12:62:cc,8e:dc:97:12:62:cf,8e:dc:97:12:62:d0,8e:dc:97:12:64:82,8e:dc:97:12:64:83,8e:dc:97:12:64:c4,8e:dc:97:12:65:21,8e:dc:97:12:65:22,8e:dc:97:12:65:2a,8e:dc:97:12:65:2b,8e:dc:97:12:65:57,8e:dc:97:12:65:58,8e:dc:97:12:65:63,8e:dc:97:12:65:64,b4:5d:50:d7:e9:40,b4:5d:50:d7:e9:41,b4:5d:50:d7:e9:50,b4:5d:50:d7:e9:51
2025:01:21:11:53:27,RP18,SM-S908E,2212343,39,-2.2861793,test,0.363636364,0.6,0.405405405,0.6,0.474576271,0.568627451,0.571428571,0.485714286,0.476923077,0.474576271,0.534482759,0.535714286,0.490196078,0.454545455,0.857142857,0.666666667,0.444444444,0.6,0.405405405,0.6,0.474576271,0.591836735,0.571428571,0.470588235,0.462686567,0.474576271,0.534482759,0.535714286,0.555555556,0.454545455,0.857142857,0.666666667,0.649122807,0.649122807,0.407407407,0.407407407
2025:01:21:11:54:01,RP18,SM-S908E,2212343,36,-2.2860155,test,0.25974026,0.342857143,0.351351351,0.507692308,0.474576271,0.490196078,0.571428571,0.342857143,0.184615385,0.338983051,0.413793103,0.375,0.37254902,0.363636364,0.75,0.703703704,0.317460317,0.314285714,0.324324324,0.507692308,0.474576271,0.510204082,0.571428571,0.235294118,0.164179104,0.338983051,0.413793103,0.375,0.422222222,0.363636364,0.75,0.703703704,0.578947368,0.578947368,0.592592593,0.592592593
2025:01:21:12:08:04,RP18,SM-S908E,2212343,36,3.0846758,test,0.285714286,0.457142857,0.513513514,0.461538462,0.440677966,0.490196078,0.69047619,0.342857143,0.292307692,0.288135593,0.465517241,0.517857143,0.352941176,0.454545455,0.607142857,0.703703704,0.365079365,0.457142857,0.513513514,0.461538462,0.440677966,0.489795918,0.69047619,0.294117647,0.28358209,0.288135593,0.465517241,0.517857143,0.4,0.424242424,0.607142857,0.703703704,0.631578947,0.631578947,0.555555556,0.555555556
2025:01:21:11:42:30,RP19,SM-S908E,2212343,34,-1.0997989,train,0.363636364,0.685714286,0.405405405,0.553846154,0.593220339,0.588235294,0.5,0,0.538461538,0.627118644,0.75862069,0.803571429,0.490196078,0.545454545,0.625,0.648148148,0.444444444,0.685714286,0.405405405,0.553846154,0.593220339,0.591836735,0.5,0,0.537313433,0.610169492,0.75862069,0.803571429,0.555555556,0.606060606,0.625,0.648148148,0.543859649,0.543859649,0.481481481,0.5
2025:01:21:11:50:51,RP19,SM-S908E,2212343,34,3.0799892,train,0.272727273,0.342857143,0,0.523076923,0.644067797,0.411764706,0.619047619,0.257142857,0.569230769,0.711864407,0.620689655,0.571428571,0.450980392,0.575757576,0.732142857,0.722222222,0.333333333,0.371428571,0,0.523076923,0.644067797,0.428571429,0.619047619,0.294117647,0.552238806,0.711864407,0.620689655,0.571428571,0.488888889,0.636363636,0.732142857,0.703703704,0.456140351,0.456140351,0.351851852,0.351851852
2025:01:21:11:46:29,RP19,SM-S908E,2212343,36,2.0107086,train,0.285714286,0.514285714,0.513513514,0.492307692,0.610169492,0.588235294,0.5,0.457142857,0.646153846,0.610169492,0.75862069,0.607142857,0.588235294,0.575757576,0.535714286,0.685185185,0.349206349,0.514285714,0.486486486,0.492307692,0.610169492,0.612244898,0.5,0.441176471,0.626865672,0.627118644,0.75862069,0.607142857,0.644444444,0.575757576,0.535714286,0.685185185,0.403508772,0.421052632,0.5,0.518518519
2025:01:21:11:41:40,RP19,SM-S908E,2212343,32,-2.257792,train,0.350649351,0.685714286,0,0.507692308,0.542372881,0.568627451,0.5,0,0.615384615,0.627118644,0.75862069,0.785714286,0.509803922,0.575757576,0.642857143,0.666666667,0.412698413,0.685714286,0,0.492307692,0.542372881,0.591836735,0.5,0,0.597014925,0.627118644,0.74137931,0.785714286,0.6,0.575757576,0.642857143,0.666666667,0.561403509,0.561403509,0.462962963,0.462962963
2025:01:21:11:49:09,RP19,SM-S908E,2212343,36,3.1182184,train,0.285714286,0.371428571,0.243243243,0.553846154,0.610169492,0.549019608,0.571428571,0.4,0.615384615,0.711864407,0.724137931,0.625,0.490196078,0.606060606,0.660714286,0.703703704,0.349206349,0.371428571,0.243243243,0.553846154,0.610169492,0.530612245,0.571428571,0.558823529,0.582089552,0.711864407,0.724137931,0.625,0.555555556,0.666666667,0.660714286,0.703703704,0.526315789,0.526315789,0.555555556,0.555555556
2025:01:21:11:52:10,RP19,SM-S908E,2212343,36,3.0842624,train,0.324675325,0.428571429,0.378378378,0.430769231,0.627118644,0.509803922,0.619047619,0.485714286,0.646153846,0.711864407,0.75862069,0.660714286,0.509803922,0.575757576,0.732142857,0.685185185,0.396825397,0.428571429,0.351351351,0.446153846,0.627118644,0.530612245,0.619047619,0.382352941,0.626865672,0.711864407,0.75862069,0.660714286,0.577777778,0.545454545,0.714285714,0.685185185,0.526315789,0.526315789,0.481481481,0.481481481
2025:01:21:11:47:07,RP19,SM-S908E,2212343,37,2.003371,train,0.25974026,0.485714286,0.459459459,0.492307692,0.525423729,0.529411765,0.523809524,0.371428571,0.646153846,0.627118644,0.689655172,0.571428571,0.549019608,0.636363636,0.517857143,0.740740741,0.317460317,0.457142857,0.459459459,0.492307692,0.525423729,0.551020408,0.523809524,0.588235294,0.626865672,0.627118644,0.689655172,0.571428571,0.622222222,0.636363636,0.5,0.740740741,0.438596491,0.438596491,0.537037037,0.537037037
2025:01:21:11:48:29,RP19,SM-S908E,2212343,33,1.97408,train,0.324675325,0.4,0.432432432,0.492307692,0.627118644,0.666666667,0.571428571,0,0.615384615,0.559322034,0.689655172,0.607142857,0.450980392,0.606060606,0.5,0.685185185,0.396825397,0.428571429,0,0.492307692,0.627118644,0.693877551,0.571428571,0,0.597014925,0.559322034,0.689655172,0.607142857,0.511111111,0.606060606,0.482142857,0.685185185,0.333333333,0.333333333,0.518518519,0.518518519
2025:01:21:11:43:09,RP19,SM-S908E,2212343,36,-1.129597,train,0.285714286,0.314285714,0,0.584615385,0.610169492,0.588235294,0.571428571,0.285714286,0.615384615,0.627118644,0.810344828,0.660714286,0.549019608,0.606060606,0.75,0.425925926,0.349206349,0.314285714,0.378378378,0.584615385,0.610169492,0.612244898,0.571428571,0.264705882,0.597014925,0.627118644,0.793103448,0.660714286,0.6,0.606060606,0.75,0.425925926,0.526315789,0.526315789,0.425925926,0.425925926
2025:01:21:11:40:28,RP19,SM-S908E,2212343,38,-2.266177,train,0.311688312,0.628571429,0.405405405,0.584615385,0.610169492,0.529411765,0.5,0.342857143,0.630769231,0.661016949,0.810344828,0.660714286,0.490196078,0.484848485,0.607142857,0.685185185,0.396825397,0.628571429,0.405405405,0.584615385,0.610169492,0.530612245,0.5,0.264705882,0.611940299,0.661016949,0.810344828,0.660714286,0.533333333,0.484848485,0.607142857,0.685185185,0.526315789,0.526315789,0.444444444,0.444444444
2025:01:21:11:51:27,RP19,SM-S908E,2212343,34,3.0784047,train,0.285714286,0.428571429,0,0.569230769,0.661016949,0.431372549,0.595238095,0.342857143,0.584615385,0.728813559,0.534482759,0.482142857,0.549019608,0.575757576,0.732142857,0.666666667,0.333333333,0.428571429,0,0.569230769,0.661016949,0.448979592,0.595238095,0.382352941,0.567164179,0.728813559,0.534482759,0.482142857,0.622222222,0.545454545,0.714285714,0.666666667,0.543859649,0.543859649,0.351851852,0.351851852
2025:01:21:11:45:08,RP19,SM-S908E,2212343,36,-1.1503583,train,0.25974026,0.285714286,0.324324324,0.523076923,0.610169492,0.666666667,0.547619048,0.371428571,0.569230769,0.593220339,0.775862069,0.660714286,0.549019608,0.575757576,0.625,0.518518519,0.301587302,0.314285714,0.324324324,0.523076923,0.610169492,0.693877551,0.547619048,0.411764706,0.552238806,0.593220339,0.775862069,0.660714286,0.6,0.575757576,0.625,0.518518519,0.543859649,0.543859649,0.425925926,0.444444444
2025:01:21:11:47:52,RP19,SM-S908E,2212343,36,2.0351756,train,0.324675325,0.571428571,0.405405405,0.569230769,0.644067797,0.666666667,0.571428571,0.342857143,0.630769231,0.627118644,0.689655172,0.589285714,0.470588235,0.515151515,0.642857143,0.685185185,0.380952381,0.571428571,0.405405405,0.569230769,0.644067797,0.693877551,0.571428571,0.5,0.611940299,0.627118644,0.689655172,0.589285714,0.533333333,0.515151515,0.642857143,0.685185185,0.421052632,0.421052632,0.555555556,0.555555556
2025:01:21:11:41:05,RP19,SM-S908E,2212343,34,-2.2581975,train,0.324675325,0.714285714,0.432432432,0.492307692,0.610169492,0.529411765,0.523809524,0.285714286,0.6,0.627118644,0.689655172,0.517857143,0.470588235,0.545454545,0.642857143,0.666666667,0.396825397,0.714285714,0.432432432,0.492307692,0.610169492,0.551020408,0.523809524,0.264705882,0.567164179,0.627118644,0.689655172,0.517857143,0.533333333,0.545454545,0.642857143,0.666666667,0,0,0.462962963,0.462962963
2025:01:21:11:39:32,RP19,SM-S908E,2212343,30,-2.2627285,validation,0.324675325,0.6,0,0.507692308,0.627118644,0.607843137,0.523809524,0,0.6,0.508474576,0.74137931,0.625,0.509803922,0.545454545,0.625,0.537037037,0.396825397,0.657142857,0,0.507692308,0.610169492,0.632653061,0.523809524,0,0.582089552,0.508474576,0.74137931,0.607142857,0.577777778,0.575757576,0.607142857,0.537037037,0,0,0.444444444,0.462962963
2025:01:21:11:45:50,RP19,SM-S908E,2212343,34,2.0080647,validation,0.272727273,0.314285714,0,0.461538462,0.627118644,0.647058824,0.571428571,0.342857143,0.630769231,0.593220339,0.775862069,0.642857143,0.509803922,0.575757576,0.625,0.5,0.333333333,0.314285714,0,0.446153846,0.610169492,0.673469388,0.595238095,0.382352941,0.597014925,0.593220339,0.775862069,0.642857143,0.577777778,0.575757576,0.625,0.5,0.403508772,0.403508772,0.425925926,0.425925926
2025:01:21:11:44:30,RP19,SM-S908E,2212343,32,-1.1269445,validation,0.298701299,0,0,0.569230769,0.610169492,0.666666667,0.571428571,0.371428571,0.6,0.610169492,0.844827586,0.642857143,0.509803922,0.515151515,0.589285714,0.481481481,0.365079365,0,0,0.569230769,0.610169492,0.693877551,0.571428571,0.352941176,0.597014925,0.610169492,0.844827586,0.642857143,0.6,0.545454545,0.589285714,0.481481481,0.526315789,0.526315789,0.425925926,0.425925926
2025:01:21:11:43:54,RP19,SM-S908E,2212343,36,-1.1631713,test,0.311688312,0.314285714,0.351351351,0.523076923,0.644067797,0.666666667,0.547619048,0.228571429,0.6,0.593220339,0.775862069,0.660714286,0.549019608,0.606060606,0.75,0.518518519,0.380952381,0.314285714,0.378378378,0.523076923,0.644067797,0.693877551,0.547619048,0.205882353,0.567164179,0.576271186,0.775862069,0.660714286,0.6,0.606060606,0.75,0.518518519,0.596491228,0.596491228,0.425925926,0.425925926
2025:01:21:11:38:43,RP19,SM-S908E,2212343,38,-2.2650685,test,0.38961039,0.514285714,0.513513514,0.646153846,0.745762712,0.725490196,0.642857143,0.428571429,0.630769231,0.728813559,0.517241379,0.803571429,0.68627451,0.727272727,0.821428571,0.703703704,0.46031746,0.514285714,0.486486486,0.646153846,0.745762712,0.755102041,0.619047619,0.411764706,0.611940299,0.728813559,0.517241379,0.803571429,0.8,0.757575758,0.803571429,0.685185185,0.736842105,0.736842105,0.351851852,0.351851852
2025:01:21:11:49:47,RP19,SM-S908E,2212343,36,3.0693903,test,0.285714286,0.4,0.351351351,0.569230769,0.627118644,0.470588235,0.5,0.4,0.507692308,0.728813559,0.534482759,0.464285714,0.392156863,0.636363636,0.696428571,0.666666667,0.349206349,0.371428571,0.351351351,0.569230769,0.627118644,0.489795918,0.5,0.441176471,0.47761194,0.728813559,0.534482759,0.464285714,0.444444444,0.636363636,0.696428571,0.666666667,0.49122807,0.49122807,0.425925926,0.425925926
2025:01:21:10:42:38,RP20,SM-S908E,2212343,38,-1.151618,train,0.428571429,0.571428571,0.621621622,0.769230769,0.762711864,0.529411765,0.595238095,0.4,0.323076923,0.423728814,0.448275862,0.517857143,0.607843137,0.393939394,0.696428571,0.555555556,0.507936508,0.571428571,0.594594595,0.753846154,0.762711864,0.591836735,0.595238095,0.441176471,0.313432836,0.406779661,0.5,0.517857143,0.533333333,0.424242424,0.678571429,0.555555556,0.754385965,0.771929825,0.666666667,0.666666667
2025:01:21:10:46:44,RP20,SM-S908E,2212343,38,2.000579,train,0.454545455,0.428571429,0.837837838,0.815384615,0.728813559,0.549019608,0.642857143,0.514285714,0.323076923,0.288135593,0.396551724,0.535714286,0.431372549,0.363636364,0.589285714,0.555555556,0.555555556,0.428571429,0.837837838,0.815384615,0.728813559,0.571428571,0.642857143,0.558823529,0.313432836,0.271186441,0.396551724,0.535714286,0.488888889,0.393939394,0.589285714,0.555555556,0.631578947,0.631578947,0.648148148,0.648148148
2025:01:21:10:44:34,RP20,SM-S908E,2212343,38,-1.1924894,train,0.350649351,0.542857143,0.675675676,0.707692308,0.762711864,0.509803922,0.619047619,0.428571429,0.307692308,0.355932203,0.448275862,0.553571429,0.529411765,0.272727273,0.642857143,0.537037037,0.428571429,0.542857143,0.675675676,0.707692308,0.762711864,0.530612245,0.619047619,0.441176471,0.313432836,0.355932203,0.448275862,0.535714286,0.6,0,0.642857143,0.537037037,0.701754386,0.701754386,0.592592593,0.592592593
2025:01:21:10:49:28,RP20,SM-S908E,2212343,33,1.999607,train,0.363636364,0.742857143,0.486486486,0.661538462,0.610169492,0.352941176,0.571428571,0.342857143,0,0.322033898,0.25862069,0.446428571,0.235294118,0.333333333,0.642857143,0.555555556,0.46031746,0.742857143,0.486486486,0.646153846,0.610169492,0.367346939,0.571428571,0,0,0.322033898,0.275862069,0.446428571,0.288888889,0.333333333,0.642857143,0.555555556,0.561403509,0.561403509,0.666666667,0.666666667
2025:01:21:10:39:58,RP20,SM-S908E,2212343,39,-2.3052323,train,0.38961039,0.714285714,0.72972973,0.738461538,0.728813559,0.470588235,0.571428571,0.314285714,0.307692308,0.389830508,0.344827586,0.625,0.529411765,0.333333333,0.839285714,0.703703704,0.476190476,0.714285714,0.702702703,0.723076923,0.728813559,0.489795918,0.571428571,0.294117647,0.298507463,0.389830508,0.344827586,0.625,0.6,0.333333333,0.839285714,0.703703704,0.736842105,0.736842105,0.685185185,0.685185185
2025:01:21:10:53:01,RP20,SM-S908E,2212343,34,3.059181,train,0.441558442,0.628571429,0.72972973,0.584615385,0.830508475,0.568627451,0.666666667,0.4,0.261538462,0,0,0.464285714,0.352941176,0.454545455,0.571428571,0.425925926,0.523809524,0.628571429,0.702702703,0.584615385,0.830508475,0.591836735,0.666666667,0.411764706,0.268656716,0,0,0.464285714,0.4,0.454545455,0.553571429,0.425925926,0.701754386,0.701754386,0.555555556,0.555555556
2025:01:21:10:40:34,RP20,SM-S908E,2212343,35,-2.3130858,train,0.415584416,0.571428571,0.675675676,0.707692308,0.694915254,0.470588235,0.619047619,0,0.323076923,0.338983051,0.327586207,0.589285714,0.450980392,0,0.660714286,0.537037037,0.507936508,0.571428571,0.648648649,0.692307692,0.694915254,0.489795918,0.619047619,0,0.313432836,0.322033898,0.327586207,0.589285714,0.533333333,0,0.660714286,0.555555556,0.684210526,0.684210526,0.666666667,0.666666667
2025:01:21:10:52:21,RP20,SM-S908E,2212343,35,3.090196,train,0.402597403,0.628571429,0.567567568,0.584615385,0.830508475,0.588235294,0.738095238,0.371428571,0.292307692,0.237288136,0.344827586,0.392857143,0.392156863,0.454545455,0.464285714,0.5,0.492063492,0.628571429,0.567567568,0.584615385,0.830508475,0.612244898,0.738095238,0.382352941,0,0.288135593,0.413793103,0.392857143,0.444444444,0.454545455,0.464285714,0.5,0.754385965,0.754385965,0.5,0.5
2025:01:21:10:51:45,RP20,SM-S908E,2212343,38,3.0986419,train,0.441558442,0.657142857,0.594594595,0.630769231,0.847457627,0.588235294,0.738095238,0.485714286,0.169230769,0.288135593,0.465517241,0.392857143,0.392156863,0.393939394,0.589285714,0.611111111,0.53968254,0.657142857,0.567567568,0.615384615,0.847457627,0.612244898,0.738095238,0.441176471,0.164179104,0.288135593,0.465517241,0.392857143,0.444444444,0.424242424,0.589285714,0.611111111,0.719298246,0.719298246,0.518518519,0.518518519
2025:01:21:10:41:50,RP20,SM-S908E,2212343,32,-2.3096485,train,0.38961039,0.657142857,0.675675676,0.738461538,0.728813559,0,0.571428571,0,0,0.406779661,0.310344828,0.625,0.470588235,0.363636364,0.625,0.518518519,0.492063492,0.657142857,0.675675676,0.723076923,0.728813559,0,0.595238095,0,0,0.406779661,0.310344828,0.625,0.533333333,0.393939394,0.625,0.518518519,0.701754386,0.701754386,0.666666667,0.666666667
2025:01:21:10:45:15,RP20,SM-S908E,2212343,38,-1.2269456,train,0.38961039,0.514285714,0.621621622,0.707692308,0.762711864,0.529411765,0.619047619,0.457142857,0.307692308,0.322033898,0.465517241,0.553571429,0.529411765,0.303030303,0.696428571,0.574074074,0.476190476,0.514285714,0.621621622,0.707692308,0.762711864,0.551020408,0.619047619,0.411764706,0.298507463,0.338983051,0.465517241,0.553571429,0.6,0.333333333,0.696428571,0.574074074,0.719298246,0.719298246,0.518518519,0.537037037
2025:01:21:10:43:19,RP20,SM-S908E,2212343,29,-1.1344416,train,0.350649351,0.571428571,0.621621622,0.707692308,0.762711864,0.568627451,0.619047619,0.4,0,0,0.431034483,0.517857143,0,0,0.732142857,0.555555556,0.412698413,0.571428571,0,0.707692308,0.762711864,0.591836735,0.619047619,0.382352941,0,0,0.431034483,0.5,0,0,0.732142857,0.555555556,0.736842105,0.754385965,0.574074074,0.574074074
2025:01:21:10:45:53,RP20,SM-S908E,2212343,36,1.9797038,train,0.363636364,0.542857143,0.648648649,0.769230769,0.779661017,0.549019608,0.69047619,0,0.307692308,0.338983051,0.482758621,0.517857143,0.509803922,0,0.732142857,0.592592593,0.46031746,0.542857143,0.648648649,0.769230769,0.779661017,0.571428571,0.69047619,0.411764706,0.28358209,0.338983051,0.448275862,0.517857143,0.6,0.454545455,0.732142857,0.592592593,0.719298246,0.719298246,0.518518519,0.518518519
2025:01:21:10:51:00,RP20,SM-S908E,2212343,38,3.0706723,train,0.454545455,0.657142857,0.540540541,0.6,0.847457627,0.568627451,0.69047619,0.371428571,0.261538462,0.338983051,0.568965517,0.375,0.37254902,0.424242424,0.678571429,0.648148148,0.53968254,0.657142857,0.540540541,0.6,0.847457627,0.591836735,0.69047619,0.382352941,0.268656716,0.322033898,0.465517241,0.375,0.422222222,0.424242424,0.678571429,0.648148148,0.754385965,0.754385965,0.574074074,0.574074074
2025:01:21:10:41:11,RP20,SM-S908E,2212343,38,-2.2926357,validation,0.38961039,0.685714286,0.648648649,0.723076923,0.779661017,0.490196078,0.642857143,0.285714286,0.246153846,0.355932203,0.327586207,0.535714286,0.450980392,0.424242424,0.5,0.462962963,0.476190476,0.685714286,0.648648649,0.723076923,0.779661017,0.510204082,0.642857143,0.323529412,0.23880597,0.372881356,0.327586207,0.535714286,0.488888889,0.424242424,0.5,0.481481481,0.719298246,0.719298246,0.666666667,0.666666667
2025:01:21:10:39:01,RP20,SM-S908E,2212343,33,-2.2977655,validation,0.363636364,0.542857143,0.378378378,0.646153846,0.813559322,0.529411765,0.642857143,0,0.307692308,0.305084746,0.482758621,0.446428571,0.450980392,0,0.571428571,0.518518519,0.396825397,0.542857143,0.378378378,0.646153846,0.813559322,0.551020408,0.642857143,0,0.28358209,0.305084746,0.482758621,0.446428571,0.511111111,0,0,0.518518519,0.912280702,0.912280702,0.722222222,0.703703704
2025:01:21:10:43:56,RP20,SM-S908E,2212343,36,-1.1688167,validation,0.363636364,0.542857143,0.621621622,0.738461538,0.762711864,0.490196078,0.619047619,0.428571429,0.307692308,0.389830508,0.465517241,0.517857143,0.529411765,0,0.642857143,0.537037037,0.444444444,0.542857143,0.621621622,0.738461538,0.762711864,0.510204082,0.619047619,0.411764706,0.298507463,0.372881356,0.465517241,0.517857143,0.6,0,0.642857143,0.537037037,0.736842105,0.736842105,0.574074074,0.574074074
2025:01:21:10:47:34,RP20,SM-S908E,2212343,35,2.0085027,test,0,0.428571429,0.675675676,0.723076923,0.745762712,0.470588235,0.642857143,0,0.215384615,0.237288136,0.293103448,0.339285714,0.333333333,0.242424242,0.607142857,0.333333333,0.46031746,0.4,0.675675676,0.723076923,0.745762712,0.469387755,0.642857143,0,0.194029851,0.254237288,0.25862069,0.321428571,0.377777778,0.181818182,0.607142857,0.333333333,0.614035088,0.614035088,0.592592593,0.611111111
2025:01:21:10:48:46,RP20,SM-S908E,2212343,39,2.0208504,test,0.415584416,0.657142857,0.810810811,0.784615385,0.728813559,0.549019608,0.595238095,0.485714286,0.276923077,0.288135593,0.5,0.5,0.294117647,0.484848485,0.589285714,0.537037037,0.492063492,0.657142857,0.837837838,0.784615385,0.728813559,0.551020408,0.595238095,0.5,0.268656716,0.305084746,0.413793103,0.5,0.333333333,0.393939394,0.571428571,0.537037037,0.649122807,0.649122807,0.62962963,0.62962963
2025:01:21:10:50:06,RP20,SM-S908E,2212343,36,3.0464263,test,0.428571429,0.542857143,0.783783784,0.692307692,0.677966102,0.509803922,0.547619048,0.428571429,0.215384615,0.288135593,0.310344828,0.517857143,0.294117647,0,0.660714286,0.537037037,0.507936508,0.542857143,0.783783784,0.707692308,0.677966102,0.530612245,0.547619048,0.441176471,0.208955224,0.288135593,0.310344828,0.517857143,0.333333333,0,0.642857143,0.537037037,0.50877193,0.50877193,0.685185185,0.703703704
2025:01:21:10:55:26,RP21,SM-S908E,2212343,36,-2.257781,train,0.220779221,0.371428571,0,0.292307692,0.288135593,0.62745098,0.714285714,0.685714286,0.784615385,0.711864407,0.672413793,0.553571429,0.490196078,0.696969697,0.428571429,0.333333333,0.26984127,0.371428571,0,0.292307692,0.288135593,0.673469388,0.714285714,0.676470588,0.76119403,0.711864407,0.672413793,0.553571429,0.555555556,0.696969697,0.428571429,0.333333333,0.245614035,0.245614035,0.296296296,0.296296296
2025:01:21:11:06:00,RP21,SM-S908E,2212343,36,3.1001518,train,0.272727273,0.371428571,0.405405405,0.384615385,0.322033898,0.68627451,0.714285714,0.628571429,0.738461538,0.830508475,0.655172414,0.5,0.529411765,0.757575758,0.517857143,0.425925926,0.333333333,0.342857143,0.405405405,0.369230769,0.305084746,0.693877551,0.714285714,0.617647059,0.71641791,0.830508475,0.655172414,0.5,0.6,0.787878788,0.5,0.407407407,0,0,0.314814815,0.314814815
2025:01:21:10:58:36,RP21,SM-S908E,2212343,38,-1.1444345,train,0.324675325,0.371428571,0,0.338461538,0.338983051,0.647058824,0.571428571,0.657142857,0.769230769,0.847457627,0.672413793,0.642857143,0.568627451,0.727272727,0.5,0.240740741,0.396825397,0.371428571,0,0.338461538,0.338983051,0.673469388,0.571428571,0.705882353,0.731343284,0.847457627,0.672413793,0.642857143,0.644444444,0.727272727,0.5,0.240740741,0.228070175,0.228070175,0.203703704,0.222222222
2025:01:21:10:54:14,RP21,SM-S908E,2212343,33,-2.2521255,train,0.246753247,0,0.486486486,0.338461538,0.338983051,0.62745098,0.69047619,0.771428571,0.8,0.762711864,0.672413793,0.625,0.509803922,0.666666667,0.482142857,0.407407407,0.317460317,0,0.486486486,0.323076923,0.338983051,0.653061224,0.69047619,0.794117647,0.776119403,0.779661017,0.655172414,0.625,0.555555556,0.666666667,0.517857143,0.407407407,0,0.280701754,0.259259259,0.259259259
2025:01:21:11:01:19,RP21,SM-S908E,2212343,38,2.0576231,train,0.298701299,0.428571429,0,0.384615385,0.271186441,0.509803922,0.738095238,0.628571429,0.784615385,0.677966102,0.689655172,0.5,0.450980392,0.696969697,0.357142857,0.388888889,0.365079365,0.428571429,0,0.384615385,0.254237288,0.510204082,0.738095238,0.647058824,0.76119403,0.677966102,0.689655172,0.5,0.488888889,0.696969697,0.339285714,0.388888889,0.280701754,0.280701754,0.240740741,0.222222222
2025:01:21:10:57:20,RP21,SM-S908E,2212343,32,-1.1004665,train,0.285714286,0.314285714,0,0.276923077,0.372881356,0.62745098,0.642857143,0.742857143,0.753846154,0.779661017,0.655172414,0.589285714,0.568627451,0,0.5,0.314814815,0.349206349,0.285714286,0,0,0.355932203,0.632653061,0.642857143,0.735294118,0.731343284,0.779661017,0.655172414,0.589285714,0.644444444,0,0.482142857,0.314814815,0.228070175,0.315789474,0.277777778,0.277777778
2025:01:21:10:57:58,RP21,SM-S908E,2212343,37,-1.1522675,train,0.298701299,0.257142857,0,0.307692308,0.355932203,0.588235294,0.547619048,0.742857143,0.784615385,0.779661017,0.672413793,0.642857143,0.490196078,0.757575758,0.5,0.333333333,0.365079365,0.257142857,0,0.307692308,0.338983051,0.612244898,0.547619048,0.764705882,0.76119403,0.762711864,0.672413793,0.642857143,0.555555556,0.757575758,0.482142857,0.314814815,0.263157895,0.263157895,0.259259259,0.259259259
2025:01:21:11:03:11,RP21,SM-S908E,2212343,34,3.0940163,train,0.285714286,0.457142857,0,0.384615385,0.254237288,0.607843137,0.69047619,0.6,0.784615385,0.627118644,0.689655172,0.553571429,0.470588235,0.727272727,0.357142857,0.388888889,0.349206349,0.428571429,0,0.384615385,0.237288136,0.612244898,0.69047619,0.617647059,0.76119403,0.627118644,0.689655172,0.553571429,0.511111111,0.727272727,0.357142857,0.388888889,0,0,0.185185185,0.203703704
2025:01:21:10:56:00,RP21,SM-S908E,2212343,35,-2.2705412,train,0,0.314285714,0,0.292307692,0.305084746,0.705882353,0.714285714,0.714285714,0.769230769,0.745762712,0.672413793,0.571428571,0.431372549,0.666666667,0.446428571,0.407407407,0.238095238,0.285714286,0,0.292307692,0.322033898,0.734693878,0.69047619,0.735294118,0.746268657,0.745762712,0.672413793,0.571428571,0.488888889,0.666666667,0.446428571,0.407407407,0.315789474,0.315789474,0.296296296,0.296296296
2025:01:21:11:05:25,RP21,SM-S908E,2212343,37,3.0862532,train,0.246753247,0.371428571,0.432432432,0,0.338983051,0.68627451,0.714285714,0.657142857,0.753846154,0.830508475,0.637931034,0.517857143,0.549019608,0.818181818,0.553571429,0.425925926,0.285714286,0.371428571,0.432432432,0,0.322033898,0.714285714,0.714285714,0.705882353,0.731343284,0.830508475,0.620689655,0.517857143,0.622222222,0.787878788,0.535714286,0.425925926,0.280701754,0.298245614,0.314814815,0.314814815
2025:01:21:11:01:58,RP21,SM-S908E,2212343,34,2.0445547,train,0.285714286,0.4,0.189189189,0.384615385,0.288135593,0.588235294,0.642857143,0.657142857,0.784615385,0.677966102,0.689655172,0.553571429,0.431372549,0.757575758,0,0.425925926,0.349206349,0.4,0.243243243,0.369230769,0.288135593,0.612244898,0.642857143,0.647058824,0.76119403,0.677966102,0.689655172,0.553571429,0.488888889,0.757575758,0,0.425925926,0,0,0.259259259,0.259259259
2025:01:21:11:00:29,RP21,SM-S908E,2212343,35,2.046294,train,0.324675325,0.428571429,0,0.430769231,0.237288136,0.62745098,0.69047619,0.657142857,0.830769231,0.711864407,0.75862069,0.5,0.470588235,0.727272727,0.428571429,0.296296296,0.396825397,0.428571429,0,0.446153846,0.237288136,0.653061224,0.69047619,0.735294118,0.805970149,0.711864407,0.724137931,0.5,0.488888889,0.727272727,0.446428571,0.296296296,0.403508772,0,0.277777778,0.277777778
