scan_id,rp_id,device_id,collector_id,total_ap_scanned,azimuth_deg,split,88:dc:97:12:62:c6,88:dc:97:12:62:c7,88:dc:97:12:62:cc,88:dc:97:12:62:cf,88:dc:97:12:62:d0,88:dc:97:12:64:82,88:dc:97:12:64:83,88:dc:97:12:64:c4,88:dc:97:12:65:21,88:dc:97:12:65:22,88:dc:97:12:65:2a,88:dc:97:12:65:2b,88:dc:97:12:65:57,88:dc:97:12:65:58,88:dc:97:12:65:63,88:dc:97:12:65:64,8e:dc:97:12:62:c6,8e:dc:97:12:62:c7,8e:dc:97:12:62:cc,8e:dc:97:12:62:cf,8e:dc:97:12:62:d0,8e:dc:97:12:64:82,8e:dc:97:12:64:83,8e:dc:97:12:64:c4,8e:dc:97:12:65:21,8e:dc:97:12:65:22,8e:dc:97:12:65:2a,8e:dc:97:12:65:2b,8e:dc:97:12:65:57,8e:dc:97:12:65:58,8e:dc:97:12:65:63,8e:dc:97:12:65:64,b4:5d:50:d7:e9:40,b4:5d:50:d7:e9:41,b4:5d:50:d7:e9:50,b4:5d:50:d7:e9:51
2025:01:21:12:51:09,RP08,SM-S908E,2212343,34,-0.6593404,test,0.441558442,0.8,0.324324324,0.492307692,0.627118644,0.294117647,0.428571429,0,0.523076923,0.525423729,0.551724138,0.428571429,0.470588235,0.454545455,0.875,0.87037037,0.53968254,0.8,0.378378378,0.492307692,0.610169492,0.306122449,0.428571429,0,0.507462687,0.525423729,0.551724138,0.428571429,0.511111111,0.454545455,0.875,0.87037037,0.596491228,0.596491228,0.62962963,0.62962963
2025:01:21:12:56:08,RP08,SM-S908E,2212343,38,0.6141841,test,0.350649351,0.542857143,0.324324324,0.476923077,0.440677966,0.352941176,0.404761905,0,0.584615385,0.508474576,0.517241379,0.589285714,0.431372549,0.303030303,0.785714286,0,0.428571429,0.514285714,0.297297297,0.476923077,0.440677966,0.367346939,0.404761905,0,0.567164179,0.508474576,0.517241379,0.589285714,0.488888889,0.272727273,0.767857143,0.796296296,0.526315789,0.526315789,0.537037037,0.537037037
2025:01:21:12:54:55,RP08,SM-S908E,2212343,32,0.5628251,test,0.38961039,0.542857143,0,0.446153846,0.457627119,0.411764706,0.380952381,0,0.476923077,0.457627119,0.517241379,0.571428571,0.450980392,0,0.696428571,0,0.476190476,0.542857143,0,0.446153846,0.440677966,0.408163265,0.380952381,0,0.462686567,0.457627119,0.5,0.571428571,0.511111111,0,0.696428571,0.796296296,0.596491228,0.596491228,0.555555556,0.555555556
2025:01:24:09:38:27,RP09,SM-S908E,2212343,41,0.36783728,train,0.194805195,0.2,0.324324324,0.307692308,0.559322034,0.333333333,0.5,0.371428571,0.538461538,0.457627119,0.965517241,0.982142857,0.666666667,0.515151515,0.517857143,0.333333333,0.238095238,0.2,0.27027027,0.307692308,0.559322034,0.326530612,0.5,0.382352941,0.52238806,0.423728814,0.965517241,0.982142857,0.733333333,0.515151515,0.517857143,0.333333333,0.263157895,0.298245614,0.37037037,0.37037037
2025:01:24:09:46:14,RP09,SM-S908E,2212343,36,-0.68942875,train,0.285714286,0,0,0.476923077,0.474576271,0.31372549,0.452380952,0.4,0.461538462,0.525423729,0.879310345,0.946428571,0.725490196,0.757575758,0.392857143,0.407407407,0.349206349,0,0,0.476923077,0.474576271,0.326530612,0.452380952,0.441176471,0.447761194,0.508474576,0.879310345,0.946428571,0.822222222,0.757575758,0.392857143,0.407407407,0.438596491,0.473684211,0.351851852,0.351851852
2025:01:24:09:40:14,RP09,SM-S908E,2212343,36,-2.8752606,train,0.272727273,0.342857143,0,0.553846154,0.491525424,0.294117647,0.238095238,0,0.553846154,0.474576271,0.931034483,0.875,0.607843137,0.909090909,0.553571429,0.481481481,0.333333333,0.342857143,0,0.538461538,0.491525424,0.306122449,0.261904762,0,0.52238806,0.474576271,0.931034483,0.875,0.688888889,0.909090909,0.553571429,0.481481481,0.333333333,0.333333333,0.333333333,0.333333333
2025:01:24:09:47:39,RP09,SM-S908E,2212343,36,-0.6869687,train,0.155844156,0,0,0.446153846,0.474576271,0.274509804,0.357142857,0,0.523076923,0.440677966,0.931034483,0.732142857,0.549019608,0.696969697,0.357142857,0.333333333,0.174603175,0.228571429,0,0.430769231,0.457627119,0,0.357142857,0,0.492537313,0.440677966,0.931034483,0.732142857,0.622222222,0.696969697,0.357142857,0.333333333,0.368421053,0.368421053,0.314814815,0.333333333
2025:01:24:09:37:52,RP09,SM-S908E,2212343,39,0.39316574,train,0.181818182,0,0,0.338461538,0.559322034,0.352941176,0.333333333,0.4,0.569230769,0.423728814,1,0.982142857,0.529411765,0.454545455,0.517857143,0.333333333,0.206349206,0,0,0.369230769,0.559322034,0.367346939,0.333333333,0.411764706,0.552238806,0.423728814,1,0.982142857,0.755555556,0.454545455,0.517857143,0.333333333,0.315789474,0.315789474,0.37037037,0.37037037
2025:01:24:09:44:11,RP09,SM-S908E,2212343,43,-1.6281016,train,0.25974026,0.342857143,0.27027027,0.476923077,0.525423729,0.352941176,0.452380952,0,0.476923077,0.508474576,0.896551724,0.857142857,0.62745098,0.757575758,0.410714286,0.388888889,0.317460317,0.342857143,0.243243243,0.476923077,0.525423729,0.346938776,0.452380952,0,0.447761194,0.508474576,0.879310345,0.857142857,0.711111111,0.757575758,0.410714286,0.388888889,0.403508772,0.403508772,0.314814815,0.314814815
2025:01:24:09:47:04,RP09,SM-S908E,2212343,38,-0.684588,train,0.168831169,0.371428571,0,0.538461538,0.423728814,0.333333333,0.30952381,0.2,0.538461538,0.491525424,0.948275862,0.857142857,0.62745098,0.696969697,0.517857143,0.351851852,0,0.4,0,0.538461538,0.423728814,0.346938776,0.333333333,0.205882353,0.507462687,0.457627119,0.948275862,0.857142857,0.711111111,0.696969697,0.428571429,0.351851852,0.438596491,0.473684211,0.37037037,0.388888889
2025:01:24:09:41:36,RP09,SM-S908E,2212343,39,-2.8039777,train,0.272727273,0.371428571,0,0.584615385,0.508474576,0.333333333,0.333333333,0.4,0.553846154,0.491525424,0.931034483,0.892857143,0.568627451,0.878787879,0.571428571,0.444444444,0.317460317,0.342857143,0,0.584615385,0.525423729,0.346938776,0.333333333,0.411764706,0.537313433,0.508474576,0.931034483,0.892857143,0.644444444,0.878787879,0.553571429,0.444444444,0.315789474,0.315789474,0.351851852,0.351851852
2025:01:24:09:39:27,RP09,SM-S908E,2212343,37,-2.7843685,train,0.246753247,0,0,0.538461538,0.474576271,0.31372549,0.452380952,0.428571429,0.584615385,0.610169492,0.948275862,0.910714286,0.705882353,0.96969697,0.553571429,0.481481481,0.26984127,0,0.216216216,0.523076923,0.457627119,0.326530612,0.452380952,0.441176471,0.567164179,0.627118644,0.948275862,0.910714286,0.8,0.96969697,0.553571429,0.5,0,0,0.259259259,0.351851852
2025:01:24:09:36:29,RP09,SM-S908E,2212343,29,0.3376849,train,0.25974026,0,0,0.461538462,0.508474576,0.431372549,0.404761905,0.314285714,0.507692308,0.440677966,0.948275862,0.910714286,0,0.515151515,0.535714286,0.37037037,0.317460317,0,0,0.461538462,0.508474576,0.448979592,0.404761905,0,0.47761194,0.423728814,0.948275862,0.910714286,0,0.515151515,0.535714286,0.37037037,0,0,0,0
2025:01:24:09:44:53,RP09,SM-S908E,2212343,32,-1.6241593,train,0.272727273,0.342857143,0,0.6,0.440677966,0.333333333,0.404761905,0,0.369230769,0.576271186,0.810344828,0.910714286,0.607843137,0.636363636,0,0.388888889,0.349206349,0.371428571,0,0.6,0.457627119,0,0.404761905,0,0.358208955,0.576271186,0.810344828,0.910714286,0.666666667,0.636363636,0,0.388888889,0.438596491,0,0.314814815,0.314814815
2025:01:24:09:37:14,RP09,SM-S908E,2212343,28,0.34894627,train,0,0,0,0.415384615,0.576271186,0.352941176,0.5,0,0.476923077,0,0.982758621,0.928571429,0.549019608,0.666666667,0.5,0.351851852,0,0,0,0.415384615,0.576271186,0.367346939,0.5,0,0.462686567,0,0.982758621,0.928571429,0.622222222,0.666666667,0.5,0.351851852,0,0,0.37037037,0.37037037
2025:01:24:09:49:21,RP09,SM-S908E,2212343,39,-0.69004923,train,0.103896104,0.285714286,0,0.430769231,0.389830508,0.274509804,0.428571429,0.171428571,0.492307692,0.457627119,0.913793103,0.785714286,0.549019608,0.757575758,0.410714286,0.351851852,0.126984127,0.257142857,0,0.430769231,0.389830508,0.285714286,0.428571429,0.235294118,0.47761194,0.457627119,0.913793103,0.785714286,0.622222222,0.757575758,0.410714286,0.351851852,0.280701754,0.280701754,0.296296296,0.314814815
2025:01:24:09:42:57,RP09,SM-S908E,2212343,36,-1.6483363,train,0.272727273,0,0,0.569230769,0.491525424,0.274509804,0.333333333,0.4,0.538461538,0.542372881,0.931034483,0.892857143,0.490196078,0.878787879,0.535714286,0.462962963,0.333333333,0,0,0.569230769,0.491525424,0.306122449,0.333333333,0.382352941,0.52238806,0.508474576,0.931034483,0.892857143,0.555555556,0.878787879,0.535714286,0.462962963,0.403508772,0.350877193,0.351851852,0.351851852
2025:01:24:09:35:35,RP09,SM-S908E,2212343,31,0.33967954,validation,0.181818182,0.542857143,0,0.415384615,0.355932203,0.647058824,0.571428571,0,0.276923077,0.372881356,0.517241379,0.5,0.333333333,0.303030303,0.428571429,0.5,0.222222222,0.542857143,0,0.415384615,0.355932203,0.653061224,0.571428571,0,0.268656716,0.372881356,0.517241379,0.5,0.355555556,0.303030303,0.428571429,0.5,0.333333333,0.333333333,0,0.351851852
2025:01:24:09:48:44,RP09,SM-S908E,2212343,40,-0.69994503,validation,0.142857143,0,0.324324324,0.523076923,0.457627119,0.333333333,0.333333333,0.342857143,0.492307692,0.423728814,0.948275862,0.875,0.568627451,0.666666667,0.5,0.37037037,0.158730159,0,0.324324324,0.523076923,0.457627119,0.326530612,0.30952381,0.323529412,0.47761194,0.406779661,0.931034483,0.875,0.644444444,0.666666667,0.482142857,0.37037037,0.438596491,0.438596491,0.37037037,0.37037037
2025:01:24:09:40:56,RP09,SM-S908E,2212343,37,-2.7812898,validation,0.25974026,0,0,0.584615385,0.491525424,0.333333333,0.357142857,0.4,0.538461538,0.474576271,0.931034483,0.910714286,0.509803922,0.939393939,0.571428571,0.481481481,0.317460317,0,0,0.584615385,0.491525424,0.346938776,0.357142857,0.411764706,0.52238806,0.474576271,0.931034483,0.892857143,0.577777778,0.939393939,0.553571429,0.481481481,0.385964912,0.403508772,0.351851852,0.351851852
2025:01:24:09:45:34,RP09,SM-S908E,2212343,40,-1.6373223,test,0.324675325,0.342857143,0,0.507692308,0.457627119,0.274509804,0.523809524,0.314285714,0.461538462,0.491525424,0.827586207,0.910714286,0.705882353,0.666666667,0.446428571,0.351851852,0.365079365,0.342857143,0,0.492307692,0.457627119,0.285714286,0.5,0.323529412,0.432835821,0.491525424,0.827586207,0.910714286,0.8,0.666666667,0.428571429,0.333333333,0.473684211,0.49122807,0.388888889,0.388888889
2025:01:24:09:43:32,RP09,SM-S908E,2212343,36,-1.6400565,test,0.324675325,0,0.216216216,0.430769231,0.525423729,0.37254902,0.476190476,0.314285714,0.492307692,0.491525424,0.896551724,0.857142857,0.607843137,0.757575758,0.410714286,0.351851852,0.317460317,0,0.216216216,0.415384615,0.525423729,0.408163265,0.476190476,0.323529412,0.47761194,0.491525424,0.896551724,0.857142857,0.688888889,0.757575758,0.410714286,0.351851852,0.403508772,0,0.277777778,0.277777778
2025:01:24:09:42:21,RP09,SM-S908E,2212343,38,-2.8019745,test,0.272727273,0.342857143,0,0.538461538,0.491525424,0.333333333,0.30952381,0.371428571,0.538461538,0.491525424,0.913793103,0.910714286,0.62745098,0.848484848,0.571428571,0.425925926,0.333333333,0.342857143,0,0.538461538,0.474576271,0.326530612,0.30952381,0.382352941,0.52238806,0.491525424,0.913793103,0.910714286,0.711111111,0.848484848,0.571428571,0.425925926,0.350877193,0.350877193,0.314814815,0.333333333
2025:01:21:13:22:09,RP10,SM-S908E,2212343,34,-0.63644195,train,0.363636364,0.771428571,0,0.615384615,0.525423729,0.529411765,0.523809524,0,0.569230769,0.457627119,0.620689655,0.607142857,0.529411765,0.424242424,0.571428571,0.407407407,0.444444444,0.742857143,0,0.615384615,0.508474576,0.551020408,0.523809524,0,0.552238806,0.457627119,0.620689655,0.607142857,0.6,0.515151515,0.571428571,0.425925926,0.50877193,0.50877193,0.444444444,0.444444444
2025:01:21:13:22:44,RP10,SM-S908E,2212343,35,-0.6466255,train,0.38961039,0.742857143,0,0.630769231,0.542372881,0.529411765,0.5,0.371428571,0.538461538,0.559322034,0.603448276,0.553571429,0.529411765,0.515151515,0.607142857,0.425925926,0.476190476,0.742857143,0,0.630769231,0.542372881,0.551020408,0.5,0,0.52238806,0.559322034,0.603448276,0.553571429,0.577777778,0.515151515,0.607142857,0.425925926,0.50877193,0.50877193,0.425925926,0.425925926
2025:01:21:13:18:45,RP10,SM-S908E,2212343,36,-1.6220664,train,0.350649351,0.685714286,0.378378378,0.661538462,0.542372881,0.509803922,0.452380952,0,0.584615385,0.593220339,0.672413793,0.678571429,0.37254902,0.515151515,0.660714286,0.555555556,0.444444444,0.685714286,0.378378378,0.661538462,0.542372881,0.530612245,0.452380952,0,0.567164179,0.593220339,0.672413793,0.678571429,0.4,0.545454545,0.660714286,0.555555556,0.456140351,0.438596491,0.425925926,0.425925926
2025:01:21:13:19:59,RP10,SM-S908E,2212343,33,-0.6359574,train,0.38961039,0.714285714,0,0.676923077,0.525423729,0.607843137,0.452380952,0,0.538461538,0.576271186,0.724137931,0.678571429,0.450980392,0,0.660714286,0.537037037,0.46031746,0.685714286,0.351351351,0.676923077,0.525423729,0.632653061,0.452380952,0,0.52238806,0.576271186,0.724137931,0.678571429,0.511111111,0,0.642857143,0.537037037,0.438596491,0.438596491,0.407407407,0.407407407
2025:01:21:13:24:53,RP10,SM-S908E,2212343,36,0.8262199,train,0.415584416,0.514285714,0.513513514,0.661538462,0.576271186,0.431372549,0.452380952,0,0.476923077,0.440677966,0.551724138,0.428571429,0.254901961,0.484848485,0.535714286,0.5,0.507936508,0.514285714,0.513513514,0.661538462,0.576271186,0.469387755,0.452380952,0,0.462686567,0.440677966,0.551724138,0.428571429,0.244444444,0.454545455,0.535714286,0.5,0.385964912,0.385964912,0.407407407,0.407407407
2025:01:21:13:24:00,RP10,SM-S908E,2212343,34,0.8278662,train,0.324675325,0.514285714,0.405405405,0.584615385,0.525423729,0.37254902,0.285714286,0,0.476923077,0.457627119,0.517241379,0.535714286,0.352941176,0.393939394,0,0.555555556,0.396825397,0.542857143,0,0.584615385,0.525423729,0.408163265,0.30952381,0,0.462686567,0.457627119,0.517241379,0.517857143,0.4,0.393939394,0.571428571,0.555555556,0.438596491,0.438596491,0.5,0.5
2025:01:21:13:29:36,RP10,SM-S908E,2212343,35,-2.8841267,train,0.350649351,0.828571429,0.351351351,0.6,0.559322034,0.470588235,0.428571429,0,0.538461538,0.610169492,0.413793103,0.517857143,0.490196078,0,0.535714286,0.611111111,0.428571429,0.828571429,0.351351351,0.6,0.559322034,0.469387755,0.428571429,0,0.507462687,0.627118644,0.413793103,0.517857143,0.555555556,0.575757576,0.571428571,0.611111111,0.456140351,0.456140351,0.388888889,0.388888889
2025:01:21:13:23:20,RP10,SM-S908E,2212343,36,0.76864505,train,0.402597403,0.771428571,0.459459459,0.692307692,0.542372881,0.568627451,0.5,0.428571429,0.6,0.610169492,0.672413793,0.625,0.62745098,0.606060606,0.696428571,0.425925926,0.492063492,0.771428571,0,0.692307692,0.542372881,0.591836735,0.5,0.441176471,0.567164179,0.627118644,0.672413793,0.625,0.711111111,0.575757576,0.678571429,0.425925926,0.596491228,0.596491228,0.407407407,0.407407407
2025:01:21:13:27:20,RP10,SM-S908E,2212343,36,-2.8662956,train,0.38961039,0.371428571,0.486486486,0.630769231,0.576271186,0.352941176,0.380952381,0.142857143,0.430769231,0,0.379310345,0.428571429,0.37254902,0.363636364,0.589285714,0.425925926,0.476190476,0.4,0.459459459,0.630769231,0.576271186,0.367346939,0.357142857,0,0.417910448,0.372881356,0.379310345,0.428571429,0.4,0.363636364,0.589285714,0.462962963,0.49122807,0.49122807,0.37037037,0.37037037
2025:01:21:13:20:34,RP10,SM-S908E,2212343,35,-0.6298641,train,0.415584416,0.657142857,0,0.584615385,0.491525424,0.549019608,0.571428571,0.342857143,0.569230769,0.508474576,0.706896552,0.607142857,0.549019608,0.393939394,0.607142857,0.407407407,0.492063492,0.657142857,0,0.584615385,0.491525424,0.571428571,0.571428571,0,0.552238806,0.508474576,0.689655172,0.607142857,0.622222222,0.393939394,0.607142857,0.407407407,0.473684211,0.473684211,0.407407407,0.407407407
2025:01:21:13:30:12,RP10,SM-S908E,2212343,38,-2.8798237,train,0.324675325,0.857142857,0.351351351,0.615384615,0.627118644,0.509803922,0.476190476,0,0.446153846,0.576271186,0.482758621,0.410714286,0.37254902,0.303030303,0.553571429,0.574074074,0.396825397,0.857142857,0.378378378,0.615384615,0.610169492,0.530612245,0.476190476,0,0.417910448,0.576271186,0.482758621,0.410714286,0.422222222,0.303030303,0.571428571,0.574074074,0.456140351,0.456140351,0.462962963,0.462962963
2025:01:21:13:26:27,RP10,SM-S908E,2212343,36,0.8435061,train,0.376623377,0.4,0.486486486,0.615384615,0.525423729,0.411764706,0.333333333,0,0.523076923,0.474576271,0.534482759,0.589285714,0.411764706,0.515151515,0.589285714,0.444444444,0.492063492,0.4,0.459459459,0.6,0.525423729,0.408163265,0.333333333,0,0.507462687,0.474576271,0.534482759,0.589285714,0.4,0.424242424,0.589285714,0.444444444,0.49122807,0.49122807,0.407407407,0.407407407
2025:01:21:13:25:30,RP10,SM-S908E,2212343,33,0.76309764,train,0.376623377,0.542857143,0.459459459,0.615384615,0,0.450980392,0.380952381,0,0.523076923,0.440677966,0.465517241,0.482142857,0.431372549,0.424242424,0.607142857,0.518518519,0.46031746,0.542857143,0.459459459,0.615384615,0,0.469387755,0.380952381,0,0.507462687,0.440677966,0.465517241,0.482142857,0,0.393939394,0.607142857,0.518518519,0.473684211,0.473684211,0.425925926,0.407407407
2025:01:21:13:28:59,RP10,SM-S908E,2212343,36,-2.8768597,train,0.337662338,0.857142857,0.324324324,0.6,0.559322034,0.450980392,0.5,0,0.569230769,0.610169492,0.517241379,0.517857143,0.529411765,0.575757576,0.571428571,0.574074074,0.396825397,0.857142857,0.324324324,0.615384615,0.559322034,0.489795918,0.5,0,0.552238806,0.610169492,0.517241379,0.535714286,0.6,0.606060606,0.553571429,0.574074074,0.456140351,0.456140351,0.425925926,0.444444444
2025:01:21:13:27:54,RP10,SM-S908E,2212343,37,-2.880473,validation,0.337662338,0.857142857,0.27027027,0.646153846,0.593220339,0.490196078,0.452380952,0,0.461538462,0.474576271,0.534482759,0.410714286,0.352941176,0.454545455,0.571428571,0.555555556,0.428571429,0.857142857,0.243243243,0.646153846,0.593220339,0.510204082,0.452380952,0,0.447761194,0.474576271,0.534482759,0.410714286,0.422222222,0.454545455,0.571428571,0.555555556,0.456140351,0.456140351,0.462962963,0.462962963
2025:01:21:13:16:36,RP10,SM-S908E,2212343,39,-1.6236348,validation,0.285714286,0.828571429,0.513513514,0.692307692,0.610169492,0.588235294,0.357142857,0.314285714,0.630769231,0.661016949,0.913793103,0.732142857,0.509803922,0.666666667,0.625,0.574074074,0.365079365,0.828571429,0,0.692307692,0.610169492,0.612244898,0.357142857,0,0.597014925,0.661016949,0.896551724,0.732142857,0.555555556,0.696969697,0.625,0.592592593,0.561403509,0.543859649,0.481481481,0.481481481
2025:01:21:13:17:50,RP10,SM-S908E,2212343,28,-1.6319253,validation,0.376623377,0.628571429,0.351351351,0.676923077,0.525423729,0.588235294,0.428571429,0.2,0.507692308,0,0.724137931,0.642857143,0.333333333,0,0.696428571,0.537037037,0,0.628571429,0,0.661538462,0.508474576,0.612244898,0.428571429,0.205882353,0.492537313,0,0.724137931,0.642857143,0.377777778,0,0.678571429,0.555555556,0,0,0.425925926,0.425925926
2025:01:21:13:19:20,RP10,SM-S908E,2212343,33,-1.6242297,test,0.38961039,0.657142857,0,0.646153846,0.491525424,0.568627451,0.452380952,0,0.553846154,0.593220339,0.706896552,0.642857143,0.431372549,0.424242424,0.625,0.555555556,0.476190476,0.657142857,0.405405405,0.646153846,0.491525424,0.571428571,0.452380952,0,0.52238806,0.593220339,0.706896552,0.642857143,0.488888889,0.424242424,0.625,0.555555556,0,0,0.444444444,0.444444444
2025:01:21:13:21:22,RP10,SM-S908E,2212343,31,-0.6534097,test,0.415584416,0.685714286,0,0.630769231,0.525423729,0.529411765,0.5,0.228571429,0.569230769,0.559322034,0.672413793,0.714285714,0.568627451,0,0.607142857,0.388888889,0.507936508,0.685714286,0,0.630769231,0.525423729,0.551020408,0.5,0,0.552238806,0.559322034,0.672413793,0.714285714,0.644444444,0,0.607142857,0.388888889,0.456140351,0.473684211,0.407407407,0.407407407
2025:01:21:13:17:12,RP10,SM-S908E,2212343,35,-1.611933,test,0.350649351,0.657142857,0.351351351,0.630769231,0.542372881,0.549019608,0.452380952,0,0.523076923,0.593220339,0.724137931,0.678571429,0.490196078,0.454545455,0.696428571,0.537037037,0.428571429,0.657142857,0.378378378,0.630769231,0.542372881,0.571428571,0.452380952,0,0.507462687,0.593220339,0.724137931,0.660714286,0.6,0.454545455,0.696428571,0.537037037,0.473684211,0,0.407407407,0.425925926
2025:01:21:13:46:16,RP11,SM-S908E,2212343,38,-2.9100432,train,0.220779221,0.571428571,0,0.569230769,0.593220339,0.470588235,0.595238095,0.428571429,0.569230769,0.559322034,0.620689655,0.642857143,0.411764706,0.666666667,0.678571429,0.592592593,0.26984127,0.571428571,0,0.569230769,0.593220339,0.489795918,0.595238095,0.411764706,0.552238806,0.559322034,0.620689655,0.642857143,0.466666667,0.696969697,0.660714286,0.592592593,0.614035088,0.614035088,0.425925926,0.425925926
2025:01:21:13:42:28,RP11,SM-S908E,2212343,34,0.7582338,train,0.324675325,0.428571429,0,0.523076923,0.542372881,0.705882353,0.5,0.457142857,0.538461538,0.576271186,0.689655172,0.803571429,0.411764706,0,0.553571429,0.722222222,0.380952381,0.428571429,0,0.523076923,0.542372881,0.734693878,0.5,0.470588235,0.52238806,0.559322034,0.689655172,0.803571429,0.466666667,0,0.535714286,0.722222222,0.421052632,0.421052632,0.611111111,0.611111111
2025:01:21:13:31:49,RP11,SM-S908E,2212343,37,-1.6918516,train,0.298701299,0.628571429,0.567567568,0.584615385,0.491525424,0.725490196,0.571428571,0.657142857,0.584615385,0.661016949,0.793103448,0.785714286,0.470588235,0.696969697,0.660714286,0.777777778,0.365079365,0.628571429,0,0.584615385,0.491525424,0.755102041,0.571428571,0.323529412,0.567164179,0.661016949,0.793103448,0.785714286,0.533333333,0.696969697,0.642857143,0.777777778,0.561403509,0.561403509,0.537037037,0.537037037
2025:01:21:13:33:37,RP11,SM-S908E,2212343,36,-1.6836147,train,0.298701299,0.714285714,0,0.584615385,0.576271186,0.725490196,0.571428571,0.342857143,0.646153846,0.627118644,0.74137931,0.767857143,0.490196078,0.727272727,0.732142857,0.740740741,0.365079365,0.714285714,0,0.584615385,0.559322034,0.755102041,0.571428571,0.411764706,0.626865672,0.627118644,0.74137931,0.767857143,0.555555556,0.727272727,0.714285714,0.759259259,0.596491228,0.596491228,0.537037037,0.537037037
2025:01:21:13:38:35,RP11,SM-S908E,2212343,35,-0.6276329,train,0.285714286,0.485714286,0.432432432,0.584615385,0.440677966,0.588235294,0.547619048,0.428571429,0.523076923,0.711864407,0.74137931,0.625,0.37254902,0.727272727,0.642857143,0.537037037,0.365079365,0.485714286,0,0.584615385,0.440677966,0.612244898,0.523809524,0.441176471,0.507462687,0.711864407,0.74137931,0.625,0.422222222,0.757575758,0,0.537037037,0.614035088,0.631578947,0.425925926,0.425925926
2025:01:21:13:40:52,RP11,SM-S908E,2212343,35,0.75368804,train,0.324675325,0.514285714,0,0.646153846,0.627118644,0.745098039,0.5,0.514285714,0.569230769,0.576271186,0.724137931,0.839285714,0.411764706,0.575757576,0.607142857,0.648148148,0.428571429,0.514285714,0.594594595,0.630769231,0.627118644,0.775510204,0.5,0.558823529,0.552238806,0.576271186,0.724137931,0.839285714,0.444444444,0.575757576,0.607142857,0.648148148,0.438596491,0.421052632,0.574074074,0.574074074
2025:01:21:13:45:32,RP11,SM-S908E,2212343,39,-2.9129086,train,0.194805195,0.657142857,0,0.553846154,0.627118644,0.450980392,0.476190476,0.4,0.553846154,0.491525424,0.603448276,0.607142857,0.352941176,0.666666667,0.642857143,0.62962963,0.238095238,0.628571429,0,0.553846154,0.627118644,0.448979592,0.476190476,0.411764706,0.537313433,0.491525424,0.603448276,0.607142857,0.377777778,0.666666667,0.642857143,0.62962963,0.578947368,0.596491228,0.444444444,0.444444444
2025:01:21:13:35:26,RP11,SM-S908E,2212343,33,-0.6225164,train,0.285714286,0.485714286,0,0.615384615,0.474576271,0.529411765,0.547619048,0,0.615384615,0.728813559,0.74137931,0.660714286,0.411764706,0.727272727,0.714285714,0.518518519,0.349206349,0.485714286,0,0.615384615,0.457627119,0.571428571,0.547619048,0,0.597014925,0.728813559,0.75862069,0.660714286,0.422222222,0.727272727,0.714285714,0.518518519,0.578947368,0.578947368,0.37037037,0.37037037
2025:01:21:13:37:52,RP11,SM-S908E,2212343,33,-0.6316193,train,0.25974026,0.485714286,0,0.569230769,0.372881356,0.588235294,0.547619048,0.4,0.6,0.694915254,0.74137931,0.642857143,0.37254902,0.696969697,0.714285714,0.462962963,0.317460317,0.485714286,0,0.569230769,0.372881356,0.632653061,0.547619048,0.382352941,0.567164179,0.694915254,0.74137931,0.642857143,0,0.696969697,0.714285714,0.518518519,0.526315789,0.526315789,0.388888889,0.388888889
2025:01:21:13:43:24,RP11,SM-S908E,2212343,36,-2.9407978,train,0.350649351,0.428571429,0.432432432,0.584615385,0.542372881,0.68627451,0.523809524,0.485714286,0.538461538,0.525423729,0.706896552,0.785714286,0.411764706,0.666666667,0.517857143,0.759259259,0.412698413,0.4,0.432432432,0.569230769,0.542372881,0.714285714,0.523809524,0.5,0.492537313,0.525423729,0.706896552,0.785714286,0.466666667,0.666666667,0.517857143,0.759259259,0.421052632,0.421052632,0.537037037,0.555555556
2025:01:21:13:44:44,RP11,SM-S908E,2212343,38,-2.9083765,train,0.25974026,0.685714286,0,0.6,0.593220339,0.607843137,0.571428571,0.514285714,0.6,0.745762712,0.706896552,0.696428571,0.549019608,0.848484848,0.625,0.611111111,0.317460317,0.685714286,0,0.6,0.593220339,0.632653061,0.571428571,0.529411765,0.582089552,0.779661017,0.706896552,0.696428571,0.622222222,0.848484848,0.625,0.611111111,0.614035088,0.614035088,0.444444444,0.444444444
2025:01:21:13:32:24,RP11,SM-S908E,2212343,36,-1.6553878,train,0.311688312,0.657142857,0.513513514,0.569230769,0.457627119,0.705882353,0.571428571,0.371428571,0.584615385,0.661016949,0.672413793,0.767857143,0.509803922,0.696969697,0.75,0.777777778,0.380952381,0.657142857,0.513513514,0.569230769,0.457627119,0.734693878,0.571428571,0.470588235,0.567164179,0.661016949,0.672413793,0.767857143,0.577777778,0.696969697,0.75,0.777777778,0.596491228,0.578947368,0.518518519,0.518518519
2025:01:21:13:41:41,RP11,SM-S908E,2212343,37,0.7254475,train,0.337662338,0.542857143,0,0.615384615,0.576271186,0.725490196,0.476190476,0.514285714,0.553846154,0.559322034,0.724137931,0.767857143,0.352941176,0.545454545,0.660714286,0.666666667,0,0.542857143,0.540540541,0.615384615,0.559322034,0.734693878,0.476190476,0.5,0.537313433,0.559322034,0.74137931,0.767857143,0.4,0.575757576,0.642857143,0.666666667,0.456140351,0.456140351,0.537037037,0.555555556
