mo_hinh,tham_so,validation,test_10_seed,test_10_seed_lech_chuan,bo_diem,bo_diem_trung_vi,validation_m,test_10_seed_m,test_10_seed_lech_chuan_m,bo_diem_m,bo_diem_trung_vi_m
MLP hồi quy,"{'an': (256, 128, 64), 'alpha': 0.0001}",8.937246626267248,8.287644681220506,0.5172596739739724,13.929491559627898,11.86057614051038,3.1351861164945505,2.9073057541721536,0.18145469363006952,4.886465639117467,4.160690110091041
MLP phân lớp,"{'an': (128, 64), 'alpha': 0.01}",6.318260583727121,6.463775014297821,1.0203595401540821,14.361516326106901,12.8928345685603,2.2164458127714743,2.2674922750156754,0.357942126686052,5.038019927198301,4.522806366650953
