thuat_toan,toi_uu,ti_le_truy_van_toi_uu,dai_hon_trung_binh_pt,dai_hon_lon_nhat_pt,nut_mo_trung_binh,ms_moi_truy_van,tien_xu_ly_ms
Dijkstra,True,1.0,0.0,0.0,173.0570824524313,2.0364372093023455,0.0
A* (Euclid),True,1.0,1.1735972776164446e-17,2.220446049250313e-14,18.025898520084567,0.36412093023268643,0.0
Bellman-Ford,True,1.0,0.0,0.0,3172.5,10.984225792811856,0.0
Floyd-Warshall (tra bảng),True,1.0,3.5207918328493336e-16,2.220446049250313e-14,3.693974630021142,0.0015123678645885337,159.5462000000225
BFS (ít cạnh nhất),False,0.39904862579281186,37.33982496040241,866.0533289682018,182.75898520084567,0.6847342494715521,0.0
Tham lam (Greedy best-first),False,0.42917547568710357,14.221170230999233,126.99879819675539,7.0354122621564485,0.12745470401695944,0.0
